TIGR03790	TIGR03790 family protein
TIGR01513	nicotinate phosphoribosyltransferase
TIGR03373	type VI secretion-associated protein, BMA_A0400 family
TIGR04248	SynChlorMet cassette protein ScmD
TIGR04165	Cys-rich peptide, TIGR04165 family
TIGR04184	ATP-grasp ribosomal peptide maturase, MvdD family
TIGR03689	proteasome ATPase
TIGR02957	RNA polymerase sigma-70 factor, TIGR02957 family
TIGR02494	glycyl-radical enzyme activating protein
TIGR03994	coproporphyrinogen dehydrogenase HemZ
TIGR03046	photosystem II cytochrome PsbV2
TIGR01687	MoaD family protein
TIGR02965	xanthine dehydrogenase, molybdopterin binding subunit
TIGR01212	radical SAM protein, TIGR01212 family
TIGR00848	PTS system, fructose subfamily, IIA component
TIGR04124	archaeosortase family protein ArtE
TIGR00242	division/cell wall cluster transcriptional repressor MraZ
TIGR00131	galactokinase
TIGR01035	glutamyl-tRNA reductase
TIGR03960	radical SAM family uncharacterized protein
TIGR01554	phage major capsid protein, HK97 family
TIGR02464	conserved hypothetical protein
TIGR00425	putative rRNA pseudouridine synthase
TIGR00808	malonate transporter, MadM subunit
TIGR01978	FeS assembly ATPase SufC
TIGR00092	GTP-binding protein YchF
TIGR02008	ferredoxin [2Fe-2S]
TIGR00732	DNA protecting protein DprA
TIGR02851	stage V sporulation protein T
TIGR01165	cobalt transport protein
TIGR03912	pyrrolysine--tRNA ligase, N-terminal region
TIGR02180	glutaredoxin
TIGR00264	alpha-NAC homolog
TIGR01089	L-fucose isomerase
TIGR03214	putative allantoin catabolism protein
TIGR02990	ectoine utilization protein EutA
TIGR01229	arginase
TIGR01438	thioredoxin and glutathione reductase
TIGR02101	type III secretion target, IpaC/SipC family
TIGR00655	formyltetrahydrofolate deformylase
TIGR01747	diaminopropionate ammonia-lyase family
TIGR01179	UDP-glucose 4-epimerase GalE
TIGR01893	Xaa-His dipeptidase
TIGR04344	5-histidylcysteine sulfoxide synthase
TIGR02041	sulfite reductase (NADPH) hemoprotein, beta-component
TIGR00243	1-deoxy-D-xylulose 5-phosphate reductoisomerase
TIGR01191	heme exporter protein CcmC
TIGR01313	carbohydrate kinase, thermoresistant glucokinase family
TIGR01774	glycyl radical enzyme, PFL2/glycerol dehydratase family
TIGR01343	homoaconitate hydratase family protein
TIGR02086	3-isopropylmalate dehydratase, large subunit
TIGR01629	phage/plasmid replication protein, gene II/X family
TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase
TIGR02831	stage II sporulation protein M
TIGR04361	entry exclusion protein TrbK
TIGR02229	caa(3)-type oxidase, subunit IV
TIGR03490	mycoides cluster lipoprotein, LppA/P72 family
TIGR04501	microcompartment protein PduB
TIGR02672	CRISPR type III-A/MTUBE-associated protein Csm6
TIGR02168	chromosome segregation protein SMC
TIGR01847	bacteriocin-type signal sequence
TIGR00097	hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
TIGR01773	GABA permease
TIGR00397	MauM/NapG family ferredoxin-type protein
TIGR00106	uncharacterized protein, MTH1187 family
TIGR02803	TonB system transport protein ExbD
TIGR04209	sarcinarray family protein
TIGR04566	outer membrane exchange protein TraA, N-terminal region
TIGR01048	diaminopimelate decarboxylase
TIGR02986	type II restriction endonuclease, Alw26I/Eco31I/Esp3I family
TIGR03518	gliding motility-associated ABC transporter permease protein GldF
TIGR01700	purine nucleoside phosphorylase I, inosine and guanosine-specific
TIGR02859	RNA polymerase sigma-H factor
TIGR01748	L-rhamnose isomerase
TIGR03239	2-dehydro-3-deoxyglucarate aldolase
TIGR03944	2,3-diaminopropionate biosynthesis protein SbnB
TIGR00782	cytochrome c oxidase, cbb3-type, subunit III
TIGR00570	CDK-activating kinase assembly factor MAT1
TIGR02892	sporulation protein YabP
TIGR01948	electron transport complex, RnfABCDGE type, E subunit
TIGR00895	MFS transporter, aromatic acid:H+ symporter (AAHS) family
TIGR01547	phage terminase, large subunit, PBSX family
TIGR00218	mannose-6-phosphate isomerase, class I
TIGR02783	P-type conjugative transfer protein TrbL
TIGR01820	anthranilate synthase component I
TIGR03687	ubiquitin-like protein Pup
TIGR03834	EAGR box
TIGR03211	catechol 2,3 dioxygenase
TIGR02772	Ku protein
TIGR02436	four helix bundle protein
TIGR03359	type VI secretion protein, TIGR03359 family
TIGR00306	phosphoglycerate mutase (2,3-diphosphoglycerate-independent), archaeal form
TIGR01145	ATP synthase F1, delta subunit
TIGR04013	B12-binding domain/radical SAM domain protein, MJ_1487 family
TIGR00634	DNA repair protein RecN
TIGR04425	putative sugar phosphate phospholyase (cyclizing)
TIGR00983	mitochondrial import inner membrane translocase subunit
TIGR02695	azurin
TIGR02395	RNA polymerase sigma-54 factor
TIGR02869	spore cortex-lytic enzyme
TIGR01921	diaminopimelate dehydrogenase
TIGR03139	7-cyano-7-deazaguanine reductase
TIGR04261	radical SAM/SPASM domain protein, GRRM system
TIGR03776	rickettsial palindromic element RPE5 domain
TIGR03700	putative menaquinone biosynthesis radical SAM enzyme, SCO4494 family
TIGR00878	phosphoribosylformylglycinamidine cyclo-ligase
TIGR02453	TIGR02453 family protein
TIGR02585	CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/TNEAP
TIGR04359	entry exclusion lipoprotein TrbK
TIGR04302	GeoRSP system PqqD family protein
TIGR02594	TIGR02594 family protein
TIGR04091	D-alanyl-lipoteichoic acid biosynthesis protein DltB
TIGR03486	CRISPR-associated protein Cas8a1/Csx13, MYXAN subtype, C-terminal region
TIGR01650	cobaltochelatase, CobS subunit
TIGR04144	archaeosortase B
TIGR00341	TIGR00341 family protein
TIGR03463	2,3-oxidosqualene cyclase
TIGR01453	group I intron endonuclease
TIGR00806	reduced folate carrier
TIGR01264	tyrosine aminotransferase
TIGR03924	type VII secretion protein EccCa
TIGR03925	type VII secretion protein EccCb
TIGR02549	CRISPR-associated DxTHG motif protein
TIGR03303	outer membrane protein assembly complex, YaeT protein
TIGR00308	N2,N2-dimethylguanosine tRNA methyltransferase
TIGR02897	cytochrome aa3 quinol oxidase, subunit III
TIGR04498	abortive infection protein, AbiV family
TIGR03675	arCOG00543 universal archaeal KH-domain/beta-lactamase-domain protein
TIGR01783	TonB-dependent siderophore receptor
TIGR01218	tandem five-TM protein
TIGR02218	phage conserved hypothetical protein BR0599
TIGR04180	NAD dependent epimerase/dehydratase, LLPSF_EDH_00030 family
TIGR02569	TIGR02569 family protein
TIGR02078	putative Pyrococcus aspartate kinase subunit
TIGR00135	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit
TIGR00587	apurinic endonuclease (APN1)
TIGR00511	ribose-1,5-bisphosphate isomerase, e2b2 family
TIGR00696	glycosyltransferase, WecB/TagA/CpsF family
TIGR03018	exopolysaccharide/PEP-CTERM locus tyrosine autokinase
TIGR04011	poly-gamma-glutamate biosynthesis protein PgsC
TIGR03909	pyrrolysine biosynthesis protein PylC
TIGR01914	CRISPR-associated protein Cas8a2/Csa4, subtype I-A/APERN
TIGR00647	DNA-binding protein WhiA
TIGR04035	glucan-binding repeat
TIGR04504	SDR family mycofactocin-dependent oxidoreductase
TIGR02858	stage III sporulation protein AA
TIGR03597	ribosome biogenesis GTPase YqeH
TIGR02952	RNA polymerase sigma-70 factor, TIGR02952 family
TIGR00443	ATP phosphoribosyltransferase, regulatory subunit
TIGR03488	CRISPR-associated protein Cas5, subtype PGING
TIGR01027	glutamate 5-kinase
TIGR00351	respiratory nitrate reductase, gamma subunit
TIGR01784	conserved hypothetical protein
TIGR00870	transient-receptor-potential calcium channel protein
TIGR02504	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent
TIGR03533	protein-(glutamine-N5) methyltransferase, ribosomal protein L3-specific
TIGR00677	methylenetetrahydrofolate reductase
TIGR03329	putative aminophosphonate oxidoreductase
TIGR00719	L-serine dehydratase, iron-sulfur-dependent, beta subunit
TIGR02460	mannosyl-3-phosphoglycerate synthase
TIGR04430	outer membrane lipid asymmetry maintenance protein MlaD
TIGR03514	gliding motility-associated lipoprotein GldB
TIGR01281	light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein
TIGR01495	early transcribed membrane protein (ETRAMP) family
TIGR04520	energy-coupling factor transporter ATPase
TIGR01986	glutathione synthetase
TIGR00159	TIGR00159 family protein
TIGR02151	isopentenyl-diphosphate delta-isomerase, type 2
TIGR02849	stage III sporulation protein AD
TIGR03572	glycosyl amidation-associated protein WbuZ
TIGR03203	pimeloyl-CoA dehydrogenase, small subunit
TIGR03330	S-adenosylmethionine decarboxylase proenzyme
TIGR02604	putative membrane-bound dehydrogenase domain
TIGR02680	TIGR02680 family protein
TIGR02002	PTS system, glucose-specific IIBC component
TIGR00522	diphthine synthase
TIGR00094	tRNA pseudouridine synthase, TruD family
TIGR03773	putative ABC transporter-associated repeat protein
TIGR03538	succinyldiaminopimelate transaminase
TIGR01551	phage major capsid protein, P2 family
TIGR03392	cysteine desulfurase, catalytic subunit CsdA
TIGR04280	putative geopeptide radical SAM maturase
TIGR02832	sporulation protein YunB
TIGR00021	ribose 5-phosphate isomerase A
TIGR01695	murein biosynthesis integral membrane protein MurJ
TIGR04440	glycosyltransferase domain
TIGR01106	Na,H/K antiporter P-type ATPase, alpha subunit
TIGR00583	DNA repair protein (mre11)
TIGR01282	nitrogenase molybdenum-iron protein alpha chain
TIGR02198	bifunctional protein RfaE, domain I
TIGR04064	nif11-like peptide radical SAM maturase
TIGR00600	DNA excision repair protein (rad2)
TIGR00060	ribosomal protein uL18
TIGR04016	colanic acid biosynthesis acetyltransferase WcaB
TIGR02319	carboxyvinyl-carboxyphosphonate phosphorylmutase
TIGR02951	dimethylsulfoxide reductase, chain B
TIGR01714	phage replisome organizer, putative, N-terminal region
TIGR02941	RNA polymerase sigma-B factor
TIGR01315	FGGY-family pentulose kinase
TIGR01713	type II secretion system protein C
TIGR00966	protein-export membrane protein SecF
TIGR00228	crossover junction endodeoxyribonuclease RuvC
TIGR03662	chlor_Arch_YYY domain
TIGR02467	precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit
TIGR03051	photosystem I reaction center subunit V
TIGR00003	copper ion binding protein
TIGR04273	sulfation-dependent quorum factor, Ax21 family
TIGR01037	dihydroorotate dehydrogenase family protein
TIGR03600	phage replicative helicase, DnaB family
TIGR03550	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofG subunit
TIGR01573	CRISPR-associated endonuclease Cas2
TIGR04313	aromatic cluster surface protein
TIGR04569	selenouridine synthase, SelU C-terminal-like subunit
TIGR03369	cellulose biosynthesis protein BcsE
TIGR03651	circular bacteriocin, circularin A/uberolysin family
TIGR00616	recombinase, phage RecT family
TIGR01706	periplasmic nitrate reductase, large subunit
TIGR02465	chlorocatechol 1,2-dioxygenase
TIGR02678	TIGR02678 family protein
TIGR03895	cyanobactin maturation protease, PatA/PatG family
TIGR00760	L-ribulose-5-phosphate 4-epimerase
TIGR02888	sporulation protein, YlmC/YmxH family
TIGR04272	CxxC-x17-CxxC domain
TIGR03049	photosystem I reaction center subunit PsaK
TIGR04457	lipoprotein LenA
TIGR01497	K+-transporting ATPase, B subunit
TIGR00725	TIGR00725 family protein
TIGR03580	conserved hypothetical protein EF_0832/AHA_3913
TIGR02440	fatty oxidation complex, alpha subunit FadJ
TIGR01981	FeS assembly protein SufD
TIGR03121	formylmethanofuran dehydrogenase subunit A
TIGR04242	chitooligosaccharide synthase NodC
TIGR03391	cysteine desulfurase, sulfur acceptor subunit CsdE
TIGR01527	nicotinamide-nucleotide adenylyltransferase
TIGR04143	VPXXXP-CTERM protein sorting domain
TIGR01641	phage head morphogenesis protein, SPP1 gp7 family
TIGR00219	rod shape-determining protein MreC
TIGR02358	putative hydroxymethylpyrimidine transporter CytX
TIGR04540	conserved hypothetical protein
TIGR00654	phenazine biosynthesis protein, PhzF family
TIGR01522	calcium-transporting P-type ATPase, PMR1-type
TIGR03215	acetaldehyde dehydrogenase (acetylating)
TIGR02971	ABC exporter membrane fusion protein, DevB family
TIGR03224	benzoyl-CoA oxygenase/reductase, BoxA protein
TIGR03587	pseudaminic acid biosynthesis-associated methylase
TIGR04525	IgG-blocking protein M
TIGR01565	homeobox domain, ZF-HD class
TIGR00174	tRNA dimethylallyltransferase
TIGR02754	nickel-type superoxide dismutase maturation protease
TIGR01941	NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit
TIGR02713	allophanate hydrolase
TIGR02924	isocitrate dehydrogenase
TIGR02945	FeS assembly SUF system protein
TIGR00527	glycine cleavage system H protein
TIGR00107	purine nucleoside phosphorylase
TIGR02241	conserved hypothetical phage tail region protein
TIGR01886	dipeptidase PepV
TIGR01049	ribosomal protein uS10
TIGR02588	TIGR02588 family protein
TIGR03029	chain length determinant protein tyrosine kinase EpsG
TIGR00283	peptidyl-tRNA hydrolase
TIGR00736	putative TIM-barrel protein
TIGR03555	5,10-methylenetetrahydromethanopterin reductase
TIGR02038	periplasmic serine peptidase DegS
TIGR03134	biotin-independent malonate decarboxylase, gamma subunit
TIGR04068	Cys-rich peptide radical SAM maturase CcpM
TIGR00836	ammonium transporter
TIGR02566	CRISPR type I-F/YPEST-associated protein Csy3
TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
TIGR00784	citrate transporter
TIGR03701	menaquinone biosynthesis decarboxylase, SCO4490 family
TIGR04058	long-chain fatty acyl-ACP reductase (aldehyde-forming)
TIGR00332	desulfoferrodoxin ferrous iron-binding domain
TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
TIGR03613	pyrimidine utilization regulatory protein R
TIGR03685	50S ribosomal protein P1
TIGR02477	diphosphate--fructose-6-phosphate 1-phosphotransferase
TIGR01761	thiazolinyl imide reductase
TIGR02725	phenylphosphate carboxylase, gamma subunit
TIGR03067	Planctomycetes uncharacterized domain TIGR03067
TIGR04195	peptide S-glycosyltransferase, SunS family
TIGR04312	choice-of-anchor B domain
TIGR01905	doubled CXXCH domain
TIGR01991	Fe-S protein assembly chaperone HscA
TIGR00861	MIP family channel proteins
TIGR01211	radical SAM enzyme/protein acetyltransferase, ELP3 family
TIGR01396	flagellar basal-body rod protein FlgB
TIGR02433	tRNA(Ile)-lysidine synthetase, C-terminal domain
TIGR00671	pantothenate kinase, type III
TIGR00643	ATP-dependent DNA helicase RecG
TIGR04176	EPS-associated transcriptional regulator, MarR family
TIGR00426	competence protein ComEA helix-hairpin-helix repeat region
TIGR00935	arsenite/antimonite efflux pump membrane protein
TIGR01225	histidine ammonia-lyase
TIGR04381	TyrR family helix-turn-helix domain
TIGR02392	alternative sigma factor RpoH
TIGR00197	YjeF family N-terminal domain
TIGR00722	hydrolyase, tartrate alpha subunit/fumarate domain protein, Fe-S type
TIGR01809	shikimate-5-dehydrogenase
TIGR00001	ribosomal protein bL35
TIGR02143	tRNA (uracil(54)-C(5))-methyltransferase
TIGR03570	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
TIGR01310	60S ribosomal protein uL30
TIGR04461	enduracididine biosynthesis enzyme MppQ
TIGR03377	glycerol-3-phosphate dehydrogenase, anaerobic, A subunit
TIGR04053	radical SAM protein, BA_1875 family
TIGR02633	D-xylose ABC transporter, ATP-binding protein
TIGR01112	tetrahydromethanopterin S-methyltransferase, subunit D
TIGR00534	glucose-6-phosphate dehydrogenase assembly protein OpcA
TIGR02591	CRISPR-associated protein Cas8b/Csh1, subtype I-B/HMARI
TIGR04371	putative sugar O-methyltransferase
TIGR03176	allantoate amidohydrolase
TIGR02949	anti-sigma factor, TIGR02949 family
TIGR04343	ergothioneine biosynthesis PLP-dependent enzyme EgtE
TIGR02402	malto-oligosyltrehalose trehalohydrolase
TIGR00920	3-hydroxy-3-methylglutaryl-coenzyme A reductase
TIGR03000	Planctomycetes uncharacterized domain TIGR03000
TIGR02295	3,4-dihydroxyphenylacetate 2,3-dioxygenase
TIGR03831	YgiT-type zinc finger domain
TIGR00830	PTS system, glucose subfamily, IIA component
TIGR02092	glucose-1-phosphate adenylyltransferase, GlgD subunit
TIGR04088	SipW-cognate class signal peptide
TIGR03493	celllulose biosynthesis operon protein BcsF/YhjT
TIGR01301	sucrose/H+ symporter
TIGR04554	three transmembrane helix protein
TIGR01698	purine nucleotide phosphorylase
TIGR00646	DNA primase-like protein
TIGR04172	DNA phosphorothioation-associated DGQHR protein 1
TIGR00290	MJ0570-related uncharacterized domain
TIGR01683	thiamine biosynthesis protein ThiS
TIGR00417	spermidine synthase
TIGR00375	TIGR00375 family protein
TIGR03129	formylmethanofuran dehydrogenase subunit B
TIGR03699	dehypoxanthine futalosine cyclase
TIGR02652	TIGR02652 family protein
TIGR00491	translation initiation factor aIF-2
TIGR04181	aminotransferase, LLPSF_NHT_00031 family
TIGR03114	CRISPR type AFERR-associated protein Csf1
TIGR03233	DNA sulfur modification protein DndB
TIGR03738	PRTRC system protein C
TIGR02459	cobalt transporter subunit CbtB (proposed)
TIGR01333	cytochrome b559, beta subunit
TIGR02098	MJ0042 family finger-like domain
TIGR03953	50S ribosomal protein uL4
TIGR00955	pigment precursor permease
TIGR01891	amidohydrolase
TIGR02677	TIGR02677 family protein
TIGR03171	Rieske iron-sulfur protein SoxL2
TIGR00137	tRNA:m(5)U-54 methyltransferase
TIGR00190	phosphomethylpyrimidine synthase
TIGR03615	pyrimidine utilization flavin reductase protein F
TIGR00553	aminodeoxychorismate synthase, component I
TIGR01879	amidase, hydantoinase/carbamoylase family
TIGR04511	putative peptide maturation dehydrogenase
TIGR04002	TIGR04002 family protein
TIGR01973	NADH dehydrogenase (quinone), G subunit
TIGR03556	deoxyribodipyrimidine photo-lyase, 8-HDF type
TIGR00564	anthranilate synthase component I
TIGR02548	CRISPR type I-E/ECOLI-associated protein CasB/Cse2
TIGR01964	CO2 hydration protein
TIGR00434	phosophoadenylyl-sulfate reductase
TIGR01346	isocitrate lyase
TIGR03301	2-aminoethylphosphonate aminotransferase
TIGR03131	malonate decarboxylase, epsilon subunit
TIGR03155	cytochrome b558/566, subunit B
TIGR00510	lipoyl synthase
TIGR03867	MprA protease C-terminal rhombosortase-interaction domain
TIGR01664	DNA 3'-phosphatase
TIGR00540	heme biosynthesis-associated TPR protein
TIGR03008	CAAX prenyl protease-related protein
TIGR02854	sigma-E processing peptidase SpoIIGA
TIGR03276	phosphonate degradation operons associated HDIG domain protein
TIGR02204	ABC transporter, permease/ATP-binding protein
TIGR03893	type 2 lantibiotic, SP_1948 family
TIGR02905	spore coat protein YutH
TIGR02239	DNA repair protein RAD51
TIGR03260	methyl-coenzyme M reductase operon protein D
TIGR00208	flagellar protein FliS
TIGR00250	putative transcription antitermination factor YqgF
TIGR01235	pyruvate carboxylase
TIGR01003	phosphocarrier, HPr family
TIGR00028	toxin-antitoxin system PIN domain toxin
TIGR03390	L-ascorbate oxidase
TIGR00025	ABC transporter efflux protein, DrrB family
TIGR01995	PTS system, beta-glucoside-specific IIABC component
TIGR02479	RNA polymerase sigma factor, FliA/WhiG family
TIGR02000	Fe-S cluster assembly protein NifU
TIGR04033	antimicrobial peptide system protein, SdpB family
TIGR03997	mycofactocin system FadH/OYE family oxidoreductase 2
TIGR01019	succinate-CoA ligase, alpha subunit
TIGR03951	siderophore-iron reductase FhuF
TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
